"region","country","country_code","age_group","age_lower","age_upper","pop_date","pop_male","pop_female","pop_both"
"Europe","Ukraine","UKR","'20-29",20,29,2020-01-01,2477429,2346114,4823543
"Europe","Ukraine","UKR","'30-39",30,39,2020-01-01,3493916,3424411,6918327
"Europe","Ukraine","UKR","'40-49",40,49,2020-01-01,2926227,3107061,6033288
"Europe","Ukraine","UKR","'50-59",50,59,2020-01-01,2598494,3124434,5722928
"Europe","Ukraine","UKR","'60-69",60,69,2020-01-01,2113891,3103771,5217662
"Europe","Ukraine","UKR","'70-79",70,79,2020-01-01,964905,1921809,2886714
"Europe","Ukraine","UKR","'80-89",80,89,2020-01-01,449330,1164709,1614039
"Europe","Ukraine","UKR","'90+",90,NA,2020-01-01,66224,193555,259779
"Europe","Ukraine","UKR","'Total",NA,NA,2020-01-01,19343440,22389339,41732779
"Europe","Ukraine","UKR","'0-9",0,9,2021-01-01,2056030,1931034,3987064
"Europe","Ukraine","UKR","'10-19",10,19,2021-01-01,2158184,2035949,4194133
"Europe","Ukraine","UKR","'20-29",20,29,2021-01-01,2353159,2225782,4578941
"Europe","Ukraine","UKR","'30-39",30,39,2021-01-01,3464173,3385682,6849855
"Europe","Ukraine","UKR","'40-49",40,49,2021-01-01,2954681,3125274,6079955
"Europe","Ukraine","UKR","'50-59",50,59,2021-01-01,2555394,3051751,5607145
"Europe","Ukraine","UKR","'60-69",60,69,2021-01-01,2147021,3139694,5286715
"Europe","Ukraine","UKR","'70-79",70,79,2021-01-01,979569,1930833,2910402
"Europe","Ukraine","UKR","'80-89",80,89,2021-01-01,449732,1182853,1632585
"Europe","Ukraine","UKR","'90+",90,NA,2021-01-01,77433,214489,291922
"Europe","Ukraine","UKR","'Total",NA,NA,2021-01-01,19195376,22223341,41418717
"Europe","Ukraine","UKR","'0-9",0,9,2022-01-01,1953588,1834796,3788384
"Europe","Ukraine","UKR","'10-19",10,19,2022-01-01,2219065,2092734,4311799
"Europe","Ukraine","UKR","'20-29",20,29,2022-01-01,2241159,2115049,4356208
"Europe","Ukraine","UKR","'30-39",30,39,2022-01-01,3429342,3340074,6769416
"Europe","Ukraine","UKR","'40-49",40,49,2022-01-01,2972471,3133589,6106060
"Europe","Ukraine","UKR","'50-59",50,59,2022-01-01,2521482,2991966,5513448
"Europe","Ukraine","UKR","'60-69",60,69,2022-01-01,2162418,3148886,5311304
"Europe","Ukraine","UKR","'70-79",70,79,2022-01-01,983460,1929457,2912917
"Europe","Ukraine","UKR","'80-89",80,89,2022-01-01,442205,1187681,1629886
"Europe","Ukraine","UKR","'90+",90,NA,2022-01-01,81789,216487,298276
"Europe","Ukraine","UKR","'Total",NA,NA,2022-01-01,19006979,21990719,40997698
"Europe","England & Wales","EAW","'<1",0,0,2019-06-30,333765,315623,649388
"Europe","England & Wales","EAW","'1-4",1,4,2019-06-30,1444147,1371644,2815791
"Europe","England & Wales","EAW","'5-9",5,9,2019-06-30,1906678,1815312,3721990
"Europe","England & Wales","EAW","'10-14",10,14,2019-06-30,1812169,1722896,3535065
"Europe","England & Wales","EAW","'15-19",15,19,2019-06-30,1677017,1585596,3262613
"Europe","England & Wales","EAW","'20-24",20,24,2019-06-30,1899064,1791201,3690265
"Europe","England & Wales","EAW","'25-29",25,29,2019-06-30,2039665,1970004,4009669
"Europe","England & Wales","EAW","'30-34",30,34,2019-06-30,1996819,2004089,4000908
"Europe","England & Wales","EAW","'35-39",35,39,2019-06-30,1940526,1978036,3918562
"Europe","England & Wales","EAW","'40-44",40,44,2019-06-30,1783858,1799995,3583853
"Europe","England & Wales","EAW","'45-49",45,49,2019-06-30,1936273,1978611,3914884
"Europe","England & Wales","EAW","'50-54",50,54,2019-06-30,2034220,2093721,4127941
"Europe","England & Wales","EAW","'55-59",55,59,2019-06-30,1915479,1972652,3888131
"Europe","England & Wales","EAW","'60-64",60,64,2019-06-30,1621138,1683550,3304688
"Europe","England & Wales","EAW","'65-69",65,69,2019-06-30,1441364,1537518,2978882
"Europe","England & Wales","EAW","'70-74",70,74,2019-06-30,1416786,1541826,2958612
"Europe","England & Wales","EAW","'75-79",75,79,2019-06-30,960212,1107259,2067471
"Europe","England & Wales","EAW","'80-84",80,84,2019-06-30,675158,854524,1529682
"Europe","England & Wales","EAW","'85-89",85,89,2019-06-30,372246,561410,933656
"Europe","England & Wales","EAW","'90+",90,NA,2019-06-30,175925,371864,547789
"Europe","England & Wales","EAW","'Total",NA,NA,2019-06-30,29382509,30057331,59439840
"Europe","England & Wales","EAW","'<1",0,0,2020-06-30,323800,307514,631314
"Europe","England & Wales","EAW","'1-4",1,4,2020-06-30,1420962,1348512,2769474
"Europe","England & Wales","EAW","'5-9",5,9,2020-06-30,1907792,1813844,3721636
"Europe","England & Wales","EAW","'10-14",10,14,2020-06-30,1856493,1763523,3620016
"Europe","England & Wales","EAW","'15-19",15,19,2020-06-30,1691357,1598335,3289692
"Europe","England & Wales","EAW","'20-24",20,24,2020-06-30,1900156,1778923,3679079
"Europe","England & Wales","EAW","'25-29",25,29,2020-06-30,2031293,1948314,3979607
"Europe","England & Wales","EAW","'30-34",30,34,2020-06-30,2014991,2006333,4021324
"Europe","England & Wales","EAW","'35-39",35,39,2020-06-30,1944698,1979384,3924082
"Europe","England & Wales","EAW","'40-44",40,44,2020-06-30,1815558,1833675,3649233
"Europe","England & Wales","EAW","'45-49",45,49,2020-06-30,1897177,1933927,3831104
"Europe","England & Wales","EAW","'50-54",50,54,2020-06-30,2016756,2075565,4092321
"Europe","England & Wales","EAW","'55-59",55,59,2020-06-30,1960674,2023330,3984004
"Europe","England & Wales","EAW","'60-64",60,64,2020-06-30,1664404,1729825,3394229
"Europe","England & Wales","EAW","'65-69",65,69,2020-06-30,1435028,1529227,2964255
"Europe","England & Wales","EAW","'70-74",70,74,2020-06-30,1431914,1564100,2996014
"Europe","England & Wales","EAW","'75-79",75,79,2020-06-30,995560,1145455,2141015
"Europe","England & Wales","EAW","'80-84",80,84,2020-06-30,680302,859453,1539755
"Europe","England & Wales","EAW","'85-89",85,89,2020-06-30,377965,561778,939743
"Europe","England & Wales","EAW","'90+",90,NA,2020-06-30,179462,372365,551827
"Europe","England & Wales","EAW","'Total",NA,NA,2020-06-30,29546342,30173382,59719724
"Asia","Japan","JPN","'0-9",0,9,2019-10-01,5049642,4809873,9859515
"Asia","Japan","JPN","'10-19",10,19,2019-10-01,5725276,5445768,11171044
"Asia","Japan","JPN","'20-29",20,29,2019-10-01,6514479,6113485,12627964
"Asia","Japan","JPN","'30-39",30,39,2019-10-01,7274813,7028229,14303042
"Asia","Japan","JPN","'40-49",40,49,2019-10-01,9373569,9146186,18519755
"Asia","Japan","JPN","'50-59",50,59,2019-10-01,8160860,8116993,16277853
"Asia","Japan","JPN","'60-69",60,69,2019-10-01,7929684,8301898,16231582
"Asia","Japan","JPN","'70-79",70,79,2019-10-01,7333357,8593569,15926926
"Asia","Japan","JPN","'80-89",80,89,2019-10-01,3472000,5467954,8939954
"Asia","Japan","JPN","'90+",90,NA,2019-10-01,577652,1731661,2309313
"Asia","Japan","JPN","'Total",NA,NA,2019-10-01,61411332,64755616,126166948
"Asia","Japan","JPN","'0-9",0,9,2020-10-01,4944458,4711077,9655535
"Asia","Japan","JPN","'10-19",10,19,2020-10-01,5683196,5399177,11082373
"Asia","Japan","JPN","'20-29",20,29,2020-10-01,6513143,6190967,12704110
"Asia","Japan","JPN","'30-39",30,39,2020-10-01,7237202,6974946,14212148
"Asia","Japan","JPN","'40-49",40,49,2020-10-01,9292571,9052127,18344698
"Asia","Japan","JPN","'50-59",50,59,2020-10-01,8361301,8316910,16678211
"Asia","Japan","JPN","'60-69",60,69,2020-10-01,7676084,8002582,15678666
"Asia","Japan","JPN","'70-79",70,79,2020-10-01,7483106,8770069,16253175
"Asia","Japan","JPN","'80-89",80,89,2020-10-01,3556128,5589717,9145845
"Asia","Japan","JPN","'90+",90,NA,2020-10-01,602392,1788946,2391338
"Asia","Japan","JPN","'Total",NA,NA,2020-10-01,61349581,64796518,126146099
"Asia","Japan","JPN","'0-9",0,9,2021-10-01,4826351,4600792,9427143
"Asia","Japan","JPN","'10-19",10,19,2021-10-01,5610540,5326302,10936842
"Asia","Japan","JPN","'20-29",20,29,2021-10-01,6480787,6161576,12642363
"Asia","Japan","JPN","'30-39",30,39,2021-10-01,7087127,6822369,13909496
"Asia","Japan","JPN","'40-49",40,49,2021-10-01,9071162,8833207,17904369
"Asia","Japan","JPN","'50-59",50,59,2021-10-01,8566465,8509981,17076446
"Asia","Japan","JPN","'60-69",60,69,2021-10-01,7478079,7782324,15260403
"Asia","Japan","JPN","'70-79",70,79,2021-10-01,7555827,8828023,16383850
"Asia","Japan","JPN","'80-89",80,89,2021-10-01,3697701,5737198,9434899
"Asia","Japan","JPN","'90+",90,NA,2021-10-01,645020,1881459,2526479
"Asia","Japan","JPN","'Total",NA,NA,2021-10-01,61019059,64483231,125502290
